005, 2016, 05, 19, D, 063.4, 069.5, 065.7, 061.1, 056.6, 053.5
006, 2016, 05, 19, D, 071.4, 078.0, 074.1, 070.2, 064.6, 062.6
008, 2016, 05, 19, D, 068.7, 075.1, 071.2, 067.2, 063.5, 060.5
010, 2016, 05, 19, D, 067.6, 074.4, 069.8, 063.7, 058.3, 054.5
011, 2016, 05, 19, D, 069.0, 074.6, 071.0, 068.4, 064.4, 059.6
012, 2016, 05, 19, D, 065.7, 073.6, 066.4, 063.0, 060.0, 057.7
013, 2016, 05, 19, D, 057.8, 064.8, 060.7, 055.9, 050.2, 046.3
014, 2016, 05, 19, D, 066.5, 073.9, 068.5, 064.7, 061.0, 058.4
016, 2016, 05, 19, D, 062.9, 068.5, 064.5, 061.1, 055.9, 049.5
017, 2016, 05, 19, D, 058.7, 065.4, 059.7, 055.1, 051.1, 048.2
018, 2016, 05, 19, D, 061.1, 072.9, 062.6, 056.1, 053.0, 051.5
019, 2016, 05, 19, D, 062.3, 070.2, 064.6, 058.8, 054.3, 051.2
020, 2016, 05, 19, D, 063.0, 073.3, 065.0, 060.4, 056.2, 052.8
024, 2016, 05, 19, D, 047.8, 055.8, 050.5, 045.7, 042.4, 040.1
025, 2016, 05, 19, D, 066.3, 070.0, 067.8, 065.7, 063.8, 062.1
026, 2016, 05, 19, D, 063.4, 070.8, 067.4, 060.5, 055.0, 052.7
027, 2016, 05, 19, D, 062.4, 072.2, 066.7, 055.9, 050.7, 048.2
028, 2016, 05, 19, D, 069.2, 077.9, 071.6, 065.5, 057.7, 050.9
029, 2016, 05, 19, D, 056.9, 064.8, 060.3, 054.6, 049.0, 045.2
030, 2016, 05, 19, D, 061.0, 067.0, 063.6, 059.7, 055.3, 052.2
031, 2016, 05, 19, D, 062.9, 071.9, 067.6, 056.7, 049.6, 047.1
047, 2016, 05, 19, D, 056.9, 067.4, 058.6, 052.8, 049.6, 047.6
048, 2016, 05, 19, D, 062.7, 069.2, 064.9, 062.0, 056.1, 053.6
050, 2016, 05, 19, D, 066.9, 072.5, 068.0, 064.6, 061.6, 059.1
054, 2016, 05, 19, D, 060.5, 066.7, 063.2, 059.1, 055.1, 051.5
055, 2016, 05, 19, D, 055.7, 063.5, 058.8, 052.4, 048.5, 046.2
086, 2016, 05, 19, D, 059.4, 068.5, 063.2, 055.9, 049.4, 045.9
001, 2016, 05, 19, E, 067.9, 074.3, 070.6, 066.6, 061.3, 058.3
002, 2016, 05, 19, E, 068.9, 075.8, 070.8, 067.8, 064.6, 061.2
003, 2016, 05, 19, E, 061.7, 069.7, 064.2, 059.8, 057.0, 055.0
004, 2016, 05, 19, E, 065.4, 073.3, 067.2, 064.1, 061.8, 059.8
005, 2016, 05, 19, E, 064.1, 071.4, 066.2, 062.0, 057.2, 053.4
006, 2016, 05, 19, E, 071.2, 078.0, 073.6, 069.6, 064.5, 061.5
008, 2016, 05, 19, E, 067.9, 073.6, 070.4, 066.8, 063.4, 060.6
010, 2016, 05, 19, E, 065.0, 072.8, 068.4, 062.3, 057.0, 053.3
011, 2016, 05, 19, E, 068.3, 074.8, 070.7, 067.6, 063.0, 057.5
012, 2016, 05, 19, E, 068.3, 078.8, 068.4, 063.5, 060.3, 057.6
013, 2016, 05, 19, E, 058.0, 065.6, 060.7, 056.5, 050.7, 046.7
014, 2016, 05, 19, E, 065.0, 072.1, 066.9, 063.4, 059.6, 057.5
016, 2016, 05, 19, E, 060.9, 067.7, 063.5, 059.9, 052.6, 046.2
017, 2016, 05, 19, E, 061.8, 069.4, 064.4, 060.5, 056.3, 050.4
018, 2016, 05, 19, E, 062.2, 069.8, 065.6, 060.1, 054.2, 052.3
019, 2016, 05, 19, E, 060.8, 069.5, 063.8, 058.1, 053.1, 049.2
020, 2016, 05, 19, E, 062.3, 071.1, 064.5, 059.7, 054.7, 051.3
024, 2016, 05, 19, E, 045.4, 051.9, 047.8, 044.0, 041.4, 040.0
025, 2016, 05, 19, E, 065.6, 069.3, 067.0, 065.4, 063.5, 061.5
026, 2016, 05, 19, E, 061.9, 069.7, 065.8, 058.0, 054.9, 053.1
027, 2016, 05, 19, E, 061.3, 071.0, 064.8, 056.7, 053.3, 050.5
028, 2016, 05, 19, E, 065.8, 073.3, 069.9, 062.6, 053.1, 045.4
029, 2016, 05, 19, E, 055.6, 064.6, 059.1, 052.1, 045.1, 039.0
030, 2016, 05, 19, E, 059.5, 065.8, 062.5, 058.4, 050.6, 045.1
031, 2016, 05, 19, E, 063.7, 072.2, 068.1, 059.0, 053.7, 050.6
047, 2016, 05, 19, E, 059.9, 071.7, 059.1, 053.2, 047.7, 045.1
048, 2016, 05, 19, E, 062.3, 067.6, 064.7, 061.6, 057.5, 054.5
050, 2016, 05, 19, E, 065.6, 073.3, 067.2, 064.0, 060.9, 058.1
054, 2016, 05, 19, E, 060.2, 066.6, 062.9, 059.1, 054.9, 050.7
055, 2016, 05, 19, E, 055.5, 063.3, 057.6, 052.7, 049.8, 047.4
086, 2016, 05, 19, E, 058.6, 067.6, 062.0, 055.3, 048.1, 044.5
001, 2016, 05, 19, N, 064.0, 071.6, 068.0, 060.0, 051.8, 047.2
002, 2016, 05, 19, N, 065.3, 071.9, 068.4, 062.8, 055.7, 050.2
003, 2016, 05, 19, N, 058.2, 067.5, 061.2, 054.6, 050.2, 046.8
004, 2016, 05, 19, N, 059.5, 067.2, 062.8, 056.9, 049.4, 044.3
005, 2016, 05, 19, N, 054.7, 064.8, 058.6, 049.3, 040.3, 037.3
006, 2016, 05, 19, N, 065.9, 073.7, 069.2, 062.2, 054.8, 049.7
008, 2016, 05, 19, N, 063.1, 071.0, 066.9, 060.4, 052.5, 047.5
010, 2016, 05, 19, N, 058.4, 069.0, 061.2, 051.0, 045.3, 043.4
011, 2016, 05, 19, N, 061.7, 070.7, 066.1, 056.7, 044.7, 038.9
012, 2016, 05, 19, N, 059.4, 067.2, 062.4, 056.8, 050.8, 046.8
013, 2016, 05, 19, N, 051.5, 061.8, 054.1, 044.6, 040.5, 038.7
014, 2016, 05, 19, N, 059.7, 068.5, 063.6, 056.7, 049.4, 045.6
016, 2016, 05, 19, N, 055.2, 065.0, 060.1, 047.0, 037.5, 035.5
017, 2016, 05, 19, N, 053.6, 063.4, 056.7, 045.6, 041.9, 040.3
018, 2016, 05, 19, N, 052.8, 060.4, 054.2, 051.4, 050.1, 045.4
019, 2016, 05, 19, N, 054.8, 066.2, 058.1, 048.7, 039.9, 036.0
020, 2016, 05, 19, N, 056.1, 066.0, 058.7, 050.1, 040.5, 038.0
024, 2016, 05, 19, N, 040.3, 046.2, 042.7, 039.7, 036.4, 035.2
025, 2016, 05, 19, N, 060.2, 066.8, 063.5, 058.1, 048.5, 041.4
026, 2016, 05, 19, N, 057.3, 068.7, 060.7, 050.9, 041.2, 036.5
027, 2016, 05, 19, N, 055.2, 068.4, 056.1, 045.5, 036.6, 031.8
028, 2016, 05, 19, N, 059.8, 071.8, 063.1, 045.5, 037.1, 035.1
029, 2016, 05, 19, N, 048.7, 060.8, 051.6, 037.9, 034.8, 034.1
030, 2016, 05, 19, N, 052.9, 063.8, 056.4, 044.6, 037.9, 035.4
031, 2016, 05, 19, N, 053.1, 066.5, 051.4, 046.6, 043.0, 041.0
047, 2016, 05, 19, N, 049.4, 059.7, 051.9, 042.3, 038.6, 037.3
048, 2016, 05, 19, N, 057.9, 064.0, 061.2, 055.8, 048.3, 044.0
050, 2016, 05, 19, N, 061.4, 069.8, 064.8, 058.4, 050.5, 045.4
054, 2016, 05, 19, N, 052.1, 063.1, 056.4, 044.9, 037.6, 036.0
055, 2016, 05, 19, N, 049.9, 059.9, 052.9, 044.2, 038.1, 036.8
086, 2016, 05, 19, N, 051.1, 062.8, 054.5, 041.5, 037.4, 036.2
